stage,policy,cost,arm,period,arm_model_available,blocked.awaiting_strict_quality_return,blocked.causal_unavailable,blocked.filter_rejected,blocked.no_primary_signal,blocked.occupied_or_unresolved,capital_breach,cash,commission,conclusive_equity,conclusive_pnl,conclusive_unrealized,conditional_funding,conditional_scenario_not_lower_bound,counts.entries,counts.entry_cancelled_quality,counts.entry_expired,counts.exits,counts.integrity_events,counts.opportunities,counts.opportunity_causal_unavailable,counts.opportunity_model_unavailable,counts.p1_adverse_liquidation,counts.pending_entries,counts.stop,counts.take_profit,counts.unresolved_at_end,counts.unresolved_events,drawdown_fraction_initial,entries,exits,funding_if_still_open,funding_recorded,known_cash,last_known_equity,mark_count,mark_missing,max_dollar_drawdown,model_available,net_return,open_exposure_ms,opportunities,peak_notional,potential_exposure_unknown,profit_claim,realized_pnl,realized_recorded,recorded_cashflow,scenario_equity,scenario_pnl,scenario_unrealized,slippage_attribution_only,state,turnover_eur,turnover_usd,wall_exposure_ms
confirmation,P0,S1,filtered,2024Q1,,344,3601,86141,3574,,False,,0,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,,,,,0,True,,0,93660,,,,,0,0,,0,,0,,0,0,0
confirmation,P0,S1,filtered,2024Q2,,644,16779,71320,4857,,False,,0,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,,,,,0,True,,0,93600,,,,,0,0,,0,,0,,0,0,0
confirmation,P0,S1,filtered,2024Q3,,541,18082,71728,4689,,False,,0,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,,,,,0,True,,0,95040,,,,,0,0,,0,,0,,0,0,0
confirmation,P0,S1,filtered,2024Q4,,430,10606,80537,3393,13,False,,7/100,,-297/100,,0,,,,,,,,,,,,,,,,,1,1,,0,,,,,281/40,True,,839165,94980,,,,,-29/10,-297/100,,-297/100,,1/50,,2000,103881/50,839165
confirmation,P0,S2,primary,TOTAL,True,,1294,,1572,374413,False,999993/100,7/100,,,,,False,1,,,,4992,377280,65581,0,,1,,,1,1,,,,398307/3650,398307/3650,999993/100,200011/20,1691,260,,,,22464839982,,4377/4,False,False,0,,,,,,1/20,ENDED,1000,4377/4,31450439982
confirmation,P0,S2,primary,2024Q1,,,1294,,1572,90793,False,,7/100,,,,389553/14600,,,,,,,,,,,,,,,,,1,0,,389553/14600,,,,,,True,,5447639982,93660,,,,,0,-7/100,,,,1/20,,1000,4377/4,7690439982
confirmation,P0,S2,primary,2024Q2,,,,,,93600,False,,0,,,,398307/14600,,,,,,,,,,,,,,,,,0,0,,398307/14600,,,,,,True,,5616000000,93600,,,,,0,0,,,,0,,0,0,7862400000
confirmation,P0,S2,primary,2024Q3,,,,,,95040,False,,0,,,,100671/3650,,,,,,,,,,,,,,,,,0,0,,100671/3650,,,,,,True,,5702400000,95040,,,,,0,0,,,,0,,0,0,7948800000
confirmation,P0,S2,primary,2024Q4,,,,,,94980,False,,0,,,,100671/3650,,,,,,,,,,,,,,,,,0,0,,100671/3650,,,,,,True,,5698800000,94980,,,,,0,0,,,,0,,0,0,7948800000
confirmation,P0,S2,filtered,TOTAL,True,1959,49068,309726,16513,13,False,99969/10,7/50,99969/10,-31/10,0,,False,1,,,1,9938,377280,65581,0,,1,1,,0,,177/250000,,,0,0,99969/10,99969/10,5652,0,177/25,,-31/100000,838636,,25933/25,False,False,-74/25,,,99969/10,-31/10,0,1/10,ENDED,2000,10388/5,838636
confirmation,P0,S2,filtered,2024Q1,,344,3601,86141,3574,,False,,0,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,,,,,0,True,,0,93660,,,,,0,0,,0,,0,,0,0,0
confirmation,P0,S2,filtered,2024Q2,,644,16779,71320,4857,,False,,0,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,,,,,0,True,,0,93600,,,,,0,0,,0,,0,,0,0,0
confirmation,P0,S2,filtered,2024Q3,,541,18082,71728,4689,,False,,0,,0,,0,,,,,,,,,,,,,,,,,0,0,,0,,,,,0,True,,0,95040,,,,,0,0,,0,,0,,0,0,0
confirmation,P0,S2,filtered,2024Q4,,430,10606,80537,3393,13,False,,7/50,,-31/10,,0,,,,,,,,,,,,,,,,,1,1,,0,,,,,177/25,True,,838636,94980,,,,,-74/25,-31/10,,-31/10,,1/10,,2000,10388/5,838636
confirmation,P1,S0,primary,TOTAL,True,467,49007,,12385,306048,False,46593131675483388309/5000000000000000,0,,,,,True,8419,219,735,8419,9938,377280,65581,0,3048,9373,4381,990,0,3048,,,,0,0,20001666606858667469/2000000000000000,20001266606858667469/2000000000000000,17560607,0,,,,18548958963,,55987/50,False,False,-3406868324516611691/5000000000000000,,,46593131675483388309/5000000000000000,-3406868324516611691/5000000000000000,0,0,ENDED,16838000,364540011997147350129389/20000000000000000,27361758963
confirmation,P1,S0,primary,2024Q1,,63,3601,,2654,84761,False,,0,,,,0,,,,,,,,,,,,,,,,,2380,2380,,0,,,,,,True,,5137950237,93660,,,,,-8206159295668824603/40000000000000000,-8206159295668824603/40000000000000000,,-8206159295668824603/40000000000000000,,0,,4760000,206627705278666081134033/40000000000000000,7380750237
confirmation,P1,S0,primary,2024Q2,,111,16779,,3596,70577,False,,0,,,,0,,,,,,,,,,,,,,,,,2249,2249,,0,,,,,,True,,4283416851,93600,,,,,-1553618421977167313/10000000000000000,-1553618421977167313/10000000000000000,,-1553618421977167313/10000000000000000,,0,,4498000,48450614083758451230269/10000000000000000,6529816851
